,Name,NAIF ID Number,Classification,Records,Link,Distance
Comet,69P/Taylor 1 (1915 W1-B),1000092,JFc,6,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000092.shtml#top,2 < TJupiter < 3
Comet,9P/Tempel 1 (1867 G1),1000093,JFc,66,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000093.shtml#top,2 < TJupiter < 3
Comet,10P/Tempel 2 (1873 N1),1000094,JFc,6,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000094.shtml#top,2 < TJupiter < 3
Comet,11P/Tempel-Swift-LINEAR 1 (1880 T1),"1000365,1000368",JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000365.shtml#top,2 < TJupiter < 3
Comet,62P/Tsuchinshan 1 (1965 A1),1000097,JFc,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000097.shtml#top,2 < TJupiter < 3
Comet,60P/Tsuchinshan 2 (1965 A2),1000098,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000098.shtml#top,2 < TJupiter < 3
Comet,8P/Tuttle 1 (1858 A1),1000099,JFC,43,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000099.shtml#top,P < 20 y
Comet,41P/Tuttle-Giacobini-Kresak 1 (1951 H1),1000100,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000100.shtml#top,2 < TJupiter < 3
Comet,40P/Vaisala 1 (1939 CB),1000101,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000101.shtml#top,2 < TJupiter < 3
Comet,139P/Vaisala-Oterma 1 (1939 TN),1000238,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000238.shtml#top,2 < TJupiter < 3
Comet,P/Vales 1 (2010 H2),1003083,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1003083.shtml#top,2 < TJupiter < 3
Comet,53P/Van Biesbroeck 1 (1954 R1),1000102,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000102.shtml#top,2 < TJupiter < 3
Comet,213P/Van Ness 2 (2005 R2),1001663,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1001663.shtml#top,2 < TJupiter < 3
Comet,123P/West-Hartley 1 (1989 E3),1000164,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000164.shtml#top,2 < TJupiter < 3
Comet,76P/West-Kohoutek-Ikemura 1 (1975 D1),1000104,JFc,1,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000104.shtml#top,2 < TJupiter < 3
Comet,36P/Whipple 1 (1933 U1),1000105,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000105.shtml#top,2 < TJupiter < 3
Comet,81P/Wild 2 (1978 A2),1000107,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000107.shtml#top,2 < TJupiter < 3
Comet,116P/Wild 4 (1990 B1),1000122,ETc,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000122.shtml#top,TJupiter > 3; a < aJupiter
Comet,107P/Wilson-Harrington 1 (1949 W1),2004015,APO,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/2004015.shtml#top,a > 1.0 AU; q < 1.017 AU
Comet,46P/Wirtanen 1 (1948 A1),1000109,JFc,12,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000109.shtml#top,2 < TJupiter < 3
Comet,14P/Wolf 1 (1884 S1),1000110,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000110.shtml#top,2 < TJupiter < 3
Comet,43P/Wolf-Harrington 1 (1924 Y1),1000111,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000111.shtml#top,2 < TJupiter < 3
Comet,172P/Yeung 1 (2002 BV),1000388,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000388.shtml#top,2 < TJupiter < 3
Inner Solar System Asteroids,433 Eros (1898 DQ),2000433,AMO,14,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2000433.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,512 Taurinensis (1903 LV),2000512,MCA,5,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2000512.shtml#top,1.3 AU < q < 1.666 AU; a < 3.2 AU
Inner Solar System Asteroids,1036 Ganymed (1924 TD),2001036,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001036.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,1566 Icarus (1949 MA),2001566,APO,7,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001566.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,1580 Betulia (1950 KA),2001580,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001580.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,1620 Geographos (1951 RA),2001620,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001620.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,1627 Ivar (1929 SH),2001627,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001627.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,1685 Toro (1948 OA),2001685,APO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001685.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,1862 Apollo (1932 HA),2001862,APO,13,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001862.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,1863 Antinous (1948 EA),2001863,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001863.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,1865 Cerberus (1971 UA),2001865,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001865.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,1866 Sisyphus (1972 XA),2001866,APO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001866.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,1916 Boreas (1953 RA),2001916,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001916.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,1917 Cuyo (1968 AA),2001917,AMO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001917.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,1943 Anteros (1973 EC),2001943,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001943.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,1980 Tezcatlipoca (1950 LA),2001980,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2001980.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,2062 Aten (1976 AA),2002062,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2002062.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,2063 Bacchus (1977 HB),2002063,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2002063.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,2100 Ra-Shalom (1978 RA),2002100,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2002100.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,2102 Tantalus (1975 YA),2002102,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2002102.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,2201 Oljato (1947 XC),2002201,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2002201.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,2212 Hephaistos (1978 SB),2002212,APO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2002212.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,2340 Hathor (1976 UA),2002340,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2002340.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,3103 Eger (1982 BB),2003103,APO,6,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003103.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,3122 Florence (1981 ET3),2003122,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003122.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,3199 Nefertiti (1982 RA),2003199,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003199.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,3200 Phaethon (1983 TB),2003200,APO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003200.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,3361 Orpheus (1982 HR),2003361,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003361.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,3362 Khufu (1984 QA),2003362,ATE,1,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003362.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,3551 Verenia (1983 RD),2003551,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003551.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,3552 Don Quixote (1983 SA),2003552,AMO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003552.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,3553 Mera (1985 JA),2003553,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003553.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,3554 Amun (1986 EB),2003554,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003554.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,3671 Dionysus (1984 KD),2003671,APO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003671.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,3691 Bede (1982 FT),2003691,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2003691.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,4055 Magellan (1985 DO2),2004055,AMO,4,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2004055.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,4183 Cuno (1959 LM),2004183,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2004183.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,4257 Ubasti (1987 QA),2004257,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2004257.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,4544 Xanthus (1989 FB),2004544,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2004544.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,4596 (1981 QB),2004596,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2004596.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,4660 Nereus (1982 DB),2004660,APO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2004660.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,4953 (1990 MU),2004953,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2004953.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,4957 Brucemurray (1990 XJ),2004957,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2004957.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,5011 Ptah (6743 P-L),2005011,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005011.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,5131 (1990 BG),2005131,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005131.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,5143 Heracles (1991 VL),2005143,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005143.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,5261 Eureka (1990 MB),2005261,MCA,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005261.shtml#top,1.3 AU < q < 1.666 AU; a < 3.2 AU
Inner Solar System Asteroids,5407 (1992 AX),2005407,MCA,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005407.shtml#top,1.3 AU < q < 1.666 AU; a < 3.2 AU
Inner Solar System Asteroids,5496 (1973 NA),2005496,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005496.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,5587 (1990 SB),2005587,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005587.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,5604 (1992 FE),2005604,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005604.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,5620 Jasonwheeler (1990 OA),2005620,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005620.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,5626 (1991 FE),2005626,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005626.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,5645 (1990 SP),2005645,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005645.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,5646 (1990 TR),2005646,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005646.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,5653 Camarillo (1992 WD5),2005653,AMO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005653.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,5693 (1993 EA),2005693,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005693.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,5751 Zao (1992 AC),2005751,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005751.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,5786 Talos (1991 RC),2005786,APO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2005786.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,6037 (1988 EG),2006037,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2006037.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,6047 (1991 TB1),2006047,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2006047.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,6239 Minos (1989 QF),2006239,APO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2006239.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,6455 (1992 HE),2006455,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2006455.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,7092 Cadmus (1992 LC),2007092,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2007092.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,7304 Namiki (1994 AE2),2007304,MCA,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2007304.shtml#top,1.3 AU < q < 1.666 AU; a < 3.2 AU
Inner Solar System Asteroids,7335 (1989 JA),2007335,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2007335.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,7358 Oze (1995 YA3),2007358,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2007358.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,7822 (1991 CS),2007822,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2007822.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,7888 (1993 UC),2007888,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2007888.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,7977 (1977 QQ5),2007977,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2007977.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,8201 (1994 AH2),2008201,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2008201.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,8507 (1991 CB1),2008507,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2008507.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,8566 (1996 EN),2008566,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2008566.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,9202 (1993 PB),2009202,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2009202.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,9950 ESA (1990 VB),2009950,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2009950.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,10115 (1992 SK),2010115,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2010115.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,10165 (1995 BL2),2010165,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2010165.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,10302 (1989 ML),2010302,AMO,8,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2010302.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,10563 Izhdubar (1993 WD),2010563,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2010563.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,11066 Sigurd (1992 CC1),2011066,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2011066.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,11284 Belenus (1990 BA),2011284,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2011284.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,11398 (1998 YP11),2011398,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2011398.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,11405 (1999 CV3),2011405,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2011405.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,11885 Summanus (1990 SS),2011885,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2011885.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,12538 (1998 OH),2012538,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2012538.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,12711 Tukmit (1991 BB),2012711,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2012711.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,12923 Zephyr (1999 GK4),2012923,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2012923.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,14402 (1991 DB),2014402,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2014402.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,15745 (1991 PM5),2015745,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2015745.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,16657 (1993 UB),2016657,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2016657.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,16816 (1997 UF9),2016816,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2016816.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,16834 (1997 WU22),2016834,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2016834.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,17274 (2000 LC16),2017274,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2017274.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,17511 (1992 QN),2017511,APO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2017511.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,18109 (2000 NG11),2018109,AMO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2018109.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,18882 (1999 YN4),2018882,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2018882.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,19764 (2000 NF5),2019764,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2019764.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,20086 (1994 LW),2020086,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2020086.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,20460 Robwhiteley (1999 LO28),2020460,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2020460.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,20790 (2000 SE45),2020790,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2020790.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,20826 (2000 UV13),2020826,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2020826.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,21088 Chelyabinsk (1992 BL2),2021088,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2021088.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,21374 (1997 WS22),2021374,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2021374.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,22099 (2000 EX106),2022099,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2022099.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,22753 (1998 WT),2022753,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2022753.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,22771 (1999 CU3),2022771,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2022771.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,23183 (2000 OY21),2023183,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2023183.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,23187 (2000 PN9),2023187,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2023187.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,24443 (2000 OG),2024443,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2024443.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,24761 Ahau (1993 BW2),2024761,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2024761.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,25143 Itokawa (1998 SF36),2025143,APO,10,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2025143.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,25916 (2001 CP44),2025916,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2025916.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,27346 (2000 DN8),2027346,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2027346.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,33342 (1998 WT24),2033342,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2033342.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,34613 (2000 UR13),2034613,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2034613.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,35107 (1991 VH),2035107,APO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2035107.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,36183 (1999 TX16),2036183,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2036183.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,36236 (1999 VV),2036236,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2036236.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,36284 (2000 DM8),2036284,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2036284.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,37655 Illapa (1994 PM),2037655,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/2037655.shtml#top,a > 1.0 AU; q < 1.017 AU
